articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
71002,COLEGIAL,Buzo CR PST COLEGIAL S-XL,Buzo CR PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,14990,sku,1.00,si,Buzo de frisa liso tipo escolar S &#8211; XL,71002,https://magicstore.com.ar/wp-content/uploads/2025/01/buzo-verde-escolar-1.png,"Abrigo, suavidad y comodidad para todos los días. Este buzo de frisa liso tipo escolar es ideal para acompañar a niños y adolescentes durante los días fríos. Confeccionado en frisa de excelente calidad, su interior afelpado brinda un abrigo suave y confortable, perfecto para el uso escolar y cotidiano. 🔹 Características principales: Tela de frisa suave por dentro y resistente por fuera Diseño liso sin estampas, apto para uniforme escolar Cuello redondo Puños y cintura elastizados para un calce seguro Costuras reforzadas para soportar el uso intensivo Un básico indispensable en la temporada otoño-invierno. Ideal para combinar con joggings escolares, jeans o calzas. Disponible en talles infantiles y juveniles, y en colores clásicos que combinan con todo. 🎯 Recomendado para: uniforme escolar, uso diario, actividades al aire libre, días frescos.",35700,https://magicstore.com.ar/buzo-frisa-liso-escolar/
71003,COLEGIAL,Campera Capucha PST COLEGIAL S-XL,Campera Capucha PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,19990,sku,1.00,si,Campera de frisa lisa tipo escolar S &#8211; XL,71003,https://magicstore.com.ar/wp-content/uploads/2025/01/campera-frisa-bordo-1.jpg,"Nuestra campera rústica lisa tipo escolar para niño es la prenda ideal para acompañar a los más chicos en días frescos, dentro y fuera del colegio. Confeccionada en algodón rústico con frisa suave, ofrece un abrigo liviano pero efectivo, perfecto para la rutina escolar. Diseñada con un estilo clásico y liso, sin estampas ni logos, cumple con las normas de vestimenta escolar y es muy fácil de combinar. Incluye cierre frontal completo, capucha forrada y bolsillos tipo canguro, que suman funcionalidad y confort. Características principales: Material: Frisa Diseño: Liso, sin estampas Cierre: Frontal completo Bolsillos: Tipo canguro Talles: S, M, L, XL Beneficios para padres y chicos: ✔️ Ideal para el colegio y uso diario ✔️ Suave al tacto, no pica ni molesta ✔️ Fácil de poner y sacar gracias al cierre ✔️ No se encoge ni pierde color al lavar 🧼 Cuidados recomendados: Lavar del revés con agua fría. No usar blanqueador. Secar a baja temperatura o al aire libre.",47600,https://magicstore.com.ar/campera-frisa-lisa-escolar/
71004,COLEGIAL,Jogging S/Puño Recto PST COLEGIAL S-XL,Jogging S/Puño Recto PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,14990,sku,1.00,si,Jogging de frisa recto liso tipo escolar S &#8211; XL,71004,https://magicstore.com.ar/wp-content/uploads/2025/01/jogging-azul-1.png,"Comodidad, libertad de movimiento y estilo clásico. Este jogging recto rústico liso tipo escolar es una prenda esencial para el día a día. Diseñado especialmente para ofrecer confort durante las actividades escolares y recreativas, está confeccionado en tela rústica de alta calidad, fresca pero resistente. 🔹 Características destacadas: Corte recto clásico: no se ajusta al tobillo Tela de frisa suave y cómoda (ideal para invierno) Cintura con elástico Sin estampados ni detalles: ideal para uniforme escolar Costuras duraderas y terminaciones prolijas 🎯 Usos recomendados: uniforme escolar, actividades al aire libre, deportes y uso diario. 📏 Disponible en talle S, M, L, XL Colores básicos que combinan con todo.",35700,https://magicstore.com.ar/jogging-frisa-recto-liso-escolar-2/
71005,COLEGIAL,Jogging C/Puño PST COLEGIAL S-XL,Jogging C/Puño PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,14990,sku,1.00,si,Jogging de frisa liso tipo escolar S &#8211; M,71005,https://magicstore.com.ar/wp-content/uploads/2025/01/FRISA-JOGGING-1.jpg,"¡Comodidad y practicidad para todos los días! Este jogging de frisa liso tipo escolar es ideal para acompañar a niños y adolescentes en su rutina escolar y actividades recreativas. Confeccionado en frisa de excelente calidad, brinda un equilibrio perfecto entre abrigo, suavidad y durabilidad. 🟢 Características principales: Material: Frisa suave y abrigada Diseño liso y clásico, ideal para uso escolar Cintura elástica con cordón ajustable Puños elastizados para mayor comodidad Costuras reforzadas para mayor resistencia al uso diario Disponible en una amplia variedad de talles y colores neutros, este jogging es una prenda básica imprescindible en cualquier guardarropa escolar. 💡 Recomendado para: uso diario, uniforme escolar, deportes y actividades al aire libre.",38700,https://magicstore.com.ar/jogging-frisa-liso-escolar/
71006,COLEGIAL,Calza Larga Lisa PST COLEGIAL S-XL,Calza Larga Lisa PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,9500,sku,1.00,si,Calza de algodón lisa tipo escolar S &#8211; XL,71006,https://magicstore.com.ar/wp-content/uploads/2025/01/calza-gris-1.jpg,"Descubre nuestra calza de algodón tipo escolar lisa, perfecta para acompañar a niñas y adolescentes en su rutina diaria. Confeccionada en algodón suave de alta calidad, esta prenda ofrece el equilibrio ideal entre comodidad, durabilidad y ajuste perfecto. Su diseño liso y clásico la convierte en una opción versátil para combinar con cualquier uniforme escolar o ropa casual. Ideal para días activos, esta calza permite libertad de movimiento gracias a su tejido elástico y transpirable. Características principales: Material: 95% algodón, 5% elastano Diseño: Liso, sin estampados Ajuste: Elástico en cintura para mayor comodidad Uso recomendado: Escolar, actividades diarias, deporte ligero Tallas: Disponibles desde el S hasta la XL Beneficios: ✔️ No se deforma tras los lavados ✔️ Suavidad al contacto con la piel ✔️ Ideal para climas templados y cálidos Recomendaciones de cuidado: Lavar a máquina con agua fría. No usar blanqueador. Secar a baja temperatura.",22500,https://magicstore.com.ar/calza-algodon-lisa-escolar/
71007,COLEGIAL,Calza Biker PST COLEGIAL S-XL,Calza Biker PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,5990,sku,1.00,si,Ciclista colegial adolescente,71007%azul,https://magicstore.com.ar/wp-content/uploads/2025/01/ciclista-gris-1.jpg,"Esta ciclista colegial es la prenda perfecta para mantenerte cómodo y con estilo durante tu día en el colegio. Confeccionada en un material elástico y suave, se adapta perfectamente al cuerpo, ofreciendo libertad de movimiento y comodidad. Su diseño sencillo y discreto, sin detalles innecesarios, la hace ideal para cumplir con el código de vestimenta escolar, mientras que su corte clásico y ajuste perfecto asegura una apariencia ordenada. Disponible en colores neutros, esta ciclista es una opción práctica y versátil, perfecta para combinar con otras prendas del uniforme y disfrutar de un look cómodo durante todo el día.",14900,https://magicstore.com.ar/ciclista-colegial-adolescente/
71008,COLEGIAL,Chomba MC PST COLEGIAL S-XL,Chomba MC PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,9990,sku,1.00,si,Chomba colegial adolescente,71008%blanca,https://magicstore.com.ar/wp-content/uploads/2025/01/chomba-pique-1.png,"Esta chomba colegial es la prenda ideal para lucir ordenado y cómodo durante tu jornada escolar. Confeccionada en un tejido suave y de alta calidad, ofrece una sensación de frescura y confort todo el día. Su diseño clásico con cuello polo y botones al frente, junto a un corte ajustado pero cómodo, la convierte en una opción perfecta para cumplir con el código de vestimenta escolar sin perder estilo. Disponible en colores neutros y fáciles de combinar, esta chomba es versátil, ideal tanto para clases como para actividades extracurriculares, brindando siempre un look impecable y elegante.",23800,https://magicstore.com.ar/chomba-colegial-adolescente/
71010,COLEGIAL,Short Rustico PST COLEGIAL S - XL,Short Rustico PST COLEGIAL S - XL,S-M-L-XL,1 X TALLE,9990,sku,1.00,si,Short rústico adolescente,71010,https://magicstore.com.ar/wp-content/uploads/2025/01/short-rustico-azul-1.jpg,"Short rústico, con elástico en cintura. Liso. Confeccionado en resistente tela rústica que combina durabilidad y confort para el uso diario. Diseño práctico con elástico en la cintura que garantiza un ajuste cómodo y seguro. Su estilo liso y versátil permite combinarlo fácilmente con diferentes prendas. Ideal para días casuales, actividades al aire libre o momentos de relax, ofreciendo libertad de movimiento con un acabado de calidad.",24100,https://magicstore.com.ar/short-rustico-colegial-adolescente/
71012,COLEGIAL,Buzo CR RUSTICO PST COLEGIAL S-XL,Buzo CR RUSTICO PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,14990,sku,1.00,si,Buzo rústico liso tipo escolar S &#8211; XL,71012,https://magicstore.com.ar/wp-content/uploads/2025/01/buzo-gris-1.jpg,"Práctico, cómodo y perfecto para todos los días. Este buzo rústico liso tipo escolar es una prenda esencial en el uniforme diario. Confeccionado en tela rústica de excelente calidad, ofrece una sensación de suavidad y libertad de movimiento ideal para niños y adolescentes. 🔹 Características principales: Tela rústica: liviana, resistente y de textura suave Diseño liso sin estampas: apto para uniforme escolar Cuello redondo clásico Puños y cintura con elástico para mejor ajuste Costuras reforzadas para mayor durabilidad Este buzo es ideal para usar en media estación o como capa extra durante el invierno. Disponible en colores neutros que combinan fácilmente con joggings, calzas o pantalones escolares. 🎯 Recomendado para: uniforme escolar, actividades recreativas, uso diario.",35700,https://magicstore.com.ar/buzo-rustico-liso-escolar-2/
71013,COLEGIAL,Campera Capucha RUSTICO PST COLEGIAL S-XL,Campera Capucha RUSTICO PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,19990,sku,1.00,si,Campera rústico lisa tipo escolar S &#8211; XL,71013,https://magicstore.com.ar/wp-content/uploads/2025/01/campera-verde.jpg,"Nuestra campera rústica lisa tipo escolar para niño es la prenda ideal para acompañar a los más chicos en días frescos, dentro y fuera del colegio. Confeccionada en algodón rústico con frisa suave, ofrece un abrigo liviano pero efectivo, perfecto para la rutina escolar. Diseñada con un estilo clásico y liso, sin estampas ni logos, cumple con las normas de vestimenta escolar y es muy fácil de combinar. Incluye cierre frontal completo, capucha forrada y bolsillos tipo canguro, que suman funcionalidad y confort. Características principales: Material: Algodón rústico Diseño: Liso, sin estampas Cierre: Frontal completo Bolsillos: Tipo canguro Talles: S, M, L, XL Beneficios para padres y chicos: ✔️ Ideal para el colegio y uso diario ✔️ Suave al tacto, no pica ni molesta ✔️ Fácil de poner y sacar gracias al cierre ✔️ No se encoge ni pierde color al lavar 🧼 Cuidados recomendados: Lavar del revés con agua fría. No usar blanqueador. Secar a baja temperatura o al aire libre.",47600,https://magicstore.com.ar/campera-rustico-lisa-escolar/
71015,COLEGIAL,Jogging c/Puño Rustico PST COLEGIAL S-XL,Jogging c/Puño Rustico PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,14990,sku,1.00,si,Jogging rústico liso tipo escolar S &#8211; XL,71015,https://magicstore.com.ar/wp-content/uploads/2025/01/jogging-con-puno-1.jpg,"El jogging rústico liso tipo escolar para niño es la prenda ideal para acompañar la rutina diaria de los más chicos. Fabricado en algodón rústico de alta calidad, ofrece una excelente combinación de comodidad, abrigo y resistencia. Su diseño liso, sin estampas, es perfecto para uso escolar, educación física o actividades recreativas. Gracias a su cintura con elástico y cordón regulable, se ajusta fácilmente a diferentes cuerpos, permitiendo libertad de movimiento durante todo el día. Características principales: Material: Algodón rústico Diseño: Liso, sin logos ni dibujos Cintura: Elástica con cordón ajustable Corte: Cómodo y recto Talles: S, M, L, XL Beneficios para padres y chicos: ✔️ Tela suave por dentro, resistente por fuera ✔️ Ideal para colegio, deporte o casa ✔️ No se encoge ni deforma tras los lavados ✔️ Fácil de combinar con buzos o camisetas Recomendaciones de cuidado: Lavar con agua fría, no usar cloro. Secar a la sombra o en secadora baja.",38700,https://magicstore.com.ar/jogging-rustico-liso-escolar-2/
71020,COLEGIAL,Campera POLAR PST COLEGIAL S-XL,Campera POLAR PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,18990,sku,1.00,si,Campera polar adolescente,71020,https://magicstore.com.ar/wp-content/uploads/2025/01/campera-polar-1.jpg,"Esta campera polar colegial es la opción perfecta para los días fríos, combinando calidez y estilo en una prenda práctica y cómoda. Fabricada con material polar de alta calidad, ofrece un abrigo suave y ligero, ideal para mantenerte cómodo durante tus horas de clase o actividades al aire libre. Su diseño sencillo y elegante, sin detalles extra, se adapta perfectamente al código de vestimenta escolar, mientras que su cierre frontal y puños ajustados aseguran que el frío quede afuera. Ideal para llevar sobre el uniforme, esta campera polar es una opción versátil para completar tu look escolar en los días más frescos.",44600,https://magicstore.com.ar/campera-polar-adolescente/
50068,COLEGIAL,CAMPERA ABRIGO PST Boys,CAMPERA ABRIGO PST Boys,4-6-8-10-12-14-16,1-1-2-2-2-2-2,29990,sku,1.00,si,Campera de siré con capucha fija e interior forrado con piel,50068,https://magicstore.com.ar/wp-content/uploads/2025/03/casmpera-1.jpg,"Campera de siré con capucha fija e interior forrado con piel, diseñada para mantener a los más chicos abrigados y cómodos en días fríos. El material de siré ofrece resistencia y durabilidad, mientras que el interior forrado con piel brinda un extra de calidez. Su capucha fija ofrece protección adicional, convirtiéndola en la opción perfecta para el invierno.",80900,https://magicstore.com.ar/campera-de-sire-con-capucha-fija-e-interior-forrado-con-piel/
50073,COLEGIAL,Chaleco PST Boys,Chaleco PST Boys,4-6-8-10-12-14-16,1-1-2-2-2-2-2,24990,sku,1.00,si,Chaleco de abrigo,50073,https://magicstore.com.ar/wp-content/uploads/2025/03/chaleco-azul-1.jpg,"Chaleco de abrigo, diseñado para ofrecer comodidad y protección adicional durante los días frescos. Su corte sin mangas permite mayor libertad de movimiento, mientras que su material de abrigo brinda calidez. Perfecto para combinar con camisetas, buzos o chaquetas, logrando un look casual y cómodo para los más chicos en cualquier temporada.",67500,https://magicstore.com.ar/chaleco-de-abrigo/
43001,GIRLS,Calza PST Girls,Calza PST Girls,4-6-8-10-12-14-16,1-1-2-2-2-2-2,5990,none,0.00,no,,,,,,
